,Name,Price,Mileage,ages,accident_damages,Insurance,service_repairs,torque,horsepower,fuel_capacity,dimension,wheelbase,front_tire_size,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,mile_per_gallon,engine_text,drive_type_text,transmission_text,color_ext_int,prior_use,keys
64,2019 Hyundai Tucson SEL,"$17,998*",97K miles,4 year(s),,Null,,175 torque@4000rpm,181 horsepower@6000rpm,16.4 gal,"176.4"" L x 72.8"" W x 64.8"" H","105.1""",P225/55HR18,"41.5""","39.6""",31 cu ft,"3,426 lbs","1,000/1,000 lbs",22 city/28 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,White/Gray,None,2']
65,2019 Buick Encore Preferred,"$19,998*",45K miles,4 year(s),No Accidents or Damage Reported,Null,,148 torque@1850rpm,138 horsepower@4900rpm,14.0 gal,"168.35"" L x 70.10"" W x 65.25"" H","100.60""",P215/55R18,"40.82""","39.58""",Null,"3,237 lbs",Null,25 city/30 hwy,"4-cyl, Turbo Gas, 1.4L",Front Wheel Drive,Automatic,Black/Black,None,2']
66,2019 Toyota Highlander Hybrid Limited Platinum,"$39,998*",47K miles,4 year(s),,Null,,215 torque@4800rpm,306 horsepower@5800rpm,17.2 gal,"192.5"" L x 75.8"" W x 68.1"" H","109.8""",P245/55SR19,"44.2""","39.8""",13.6 cu ft,"4,861 lbs","3,500/3,500 lbs",29 city/27 hwy,"6-cyl, Hybrid, 3.5L",All Wheel Drive,Automatic,Silver/Black,None,2']
67,2019 Acura RDX,"$28,998*",60K miles,4 year(s),No Accidents or Damage Reported,Null,,280 torque@1600rpm,272 horsepower@6500rpm,17.1 gal,"186.8"" L x 74.8"" W x 65.7"" H","108.3""",P235/55HR19,"41.6""","39.6""",29.5 cu ft,"4,026 lbs",Null,21 city/27 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Gray/Black,None,2']
68,2019 Hyundai Santa Fe Limited,"$24,998*",42K miles,4 year(s),,Null,,260 torque@1450rpm,235 horsepower@6000rpm,18.8 gal,"187.8"" L x 74.4"" W x 67.1"" H","108.9""",P235/55HR19,"44.1""","41.2""",35.9 cu ft,"4,063 lbs",Null,19 city/24 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Gray/Tan,None,2']
69,2020 Ford Escape S,"$19,998*",55K miles,3 year(s),No Accidents or Damage Reported,Null,,177,180,14.7 gal,"180.5"" L x 74.1"" W x 66.1"" H","106.7""",P225/65HR17,"42.4""","40""",37.5 cu ft,"3,298 lbs","2,000/2,000 lbs",27 city/33 hwy,"3-cyl, Turbo Gas, 1.5L",Front Wheel Drive,Automatic,Gray/Gray,None,2']
70,2017 Jeep Patriot Sport,"$18,998*",39K miles,6 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,N/A,N/A,13.6 gal,"173.8"" L x 69.2"" W x 65.5"" H","103.7""",P205/70TR16,"40.6""","41""",23 cu ft,"3,136 lbs","1,000/1,000 lbs",23 city/30 hwy,"4-cyl, Gas, 2.4L",Null,Automatic,White/Black,None,2']
71,2018 Toyota Highlander XLE,"$24,998*",105K miles,5 year(s),,Null,3 Service Record(s) Reported,263 torque@4700rpm,295 horsepower@6600rpm,19.2 gal,"192.5"" L x 75.8"" W x 68.1"" H","109.8""",P245/60TR18,"44.2""","39.5""",13.8 cu ft,"4,430 lbs","5,000/5,000 lbs",21 city/27 hwy,"6-cyl, Gas, 3.5L",Front Wheel Drive,Automatic,White/Black,None,2']
72,2019 Kia Niro EX,"$24,998*",55K miles,4 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,195 torque@2400rpm,139 horsepower@5700rpm,11.9 gal,"171.5"" L x 71.1"" W x 60.4"" H","106.3""",P205/60HR16,"41.7""","40.1""",19.4 cu ft,"3,199 lbs",Null,51 city/46 hwy,"4-cyl, Hybrid, 1.6L",Front Wheel Drive,Automatic,Blue/Gray,None,2']
73,2019 Subaru Forester 2.5I Touring,"$27,998*",55K miles,4 year(s),No Accidents or Damage Reported,Null,7 Service Record(s) Reported,176 torque@4400rpm,182 horsepower@5800rpm,16.6 gal,"182.1"" L x 71.5"" W x 68.1"" H","105.1""",P225/55HR18,"43.3""","40.2""",28.9 cu ft,"3,588 lbs","1,500/1,500 lbs",26 city/33 hwy,"4-cyl, Gas, 2.5L",All Wheel Drive,Automatic,Red/Black,None,2']
74,2019 Jeep Compass Trailhawk,"$23,998*",52K miles,4 year(s),No Accidents or Damage Reported,Null,4 Service Record(s) Reported,175 torque@3900rpm,180 horsepower@6400rpm,13.5 gal,"173"" L x 73.8"" W x 64.8"" H","103.8""",P215/65SR17,"41.8""","39.2""",27.2 cu ft,"3,633 lbs","1,000/1,000 lbs",22 city/30 hwy,"4-cyl, Gas, 2.4L",Four Wheel Drive,Automatic,White/Black,None,2']
75,2017 Toyota Highlander Limited,"$24,998*",114K miles,6 year(s),No Accidents or Damage Reported,Null,,263 torque@4700rpm,295 horsepower@6600rpm,19.2 gal,"192.5"" L x 75.8"" W x 68.1"" H","109.8""",P245/55TR19,"44.2""","39.5""",13.8 cu ft,"4,655 lbs","5,000/5,000 lbs",20 city/26 hwy,"6-cyl, Gas, 3.5L",All Wheel Drive,Automatic,White/Black,None,2']
76,2016 Hyundai Tucson Sport,"$18,998*",60K miles,7 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,195 torque@1500rpm,175 horsepower@5500rpm,16.4 gal,"176.2"" L x 72.8"" W x 64.8"" H","105.1""",P245/45HR19,"41.5""","39.6""",31 cu ft,"3,499 lbs","1,000/1,000 lbs",24 city/28 hwy,"4-cyl, Turbo Gas, 1.6L",All Wheel Drive,Automatic,Gray/Black,None,2']
77,2016 Honda Pilot EX-L,"$24,998*",80K miles,7 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,262 torque@4700rpm,280 horsepower@6000rpm,19.5 gal,"194.5"" L x 78.6"" W x 69.8"" H","111""",P245/60HR18,"40.9""","39.5""",16.5 cu ft,"4,288 lbs",Null,18 city/26 hwy,"6-cyl, Gas, 3.5L",All Wheel Drive,Automatic,Blue/Gray,None,2']
78,2020 Chevrolet Equinox LT,"$21,998*",50K miles,3 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,203 torque@2000-4000rpm,170 horsepower@5600rpm,14.9 gal,"183.1"" L x 72.6"" W x 65.4"" H","107.3""",P225/65R17,"40.9""","40""",Null,"3,325 lbs",Null,26 city/31 hwy,"4-cyl, Turbo Gas, 1.5L",Front Wheel Drive,Automatic,Red/Black,None,2']
79,2015 Nissan Rogue SV,"$20,998*",27K miles,8 year(s),No Accidents or Damage Reported,Null,,175 torque@4400rpm,170 horsepower@6000rpm,14.5 gal,"182.3"" L x 72.4"" W x 66.3"" H","106.5""",P225/65HR17,"43""","41.6""",39.3 cu ft,"3,545 lbs","1,000/1,000 lbs",25 city/32 hwy,"4-cyl, Gas, 2.5L",All Wheel Drive,Automatic,Blue/Black,None,2']
80,2018 Kia Sportage LX,"$19,998*",49K miles,5 year(s),,Null,2 Service Record(s) Reported,175 torque@4000rpm,181 horsepower@6000rpm,16.4 gal,"176.4"" L x 73"" W x 64.8"" H","105.1""",P225/60HR17,"41.5""","39.3""",30.7 cu ft,"3,448 lbs","1,650/1,650 lbs",21 city/25 hwy,"4-cyl, Gas, 2.4L",All Wheel Drive,Automatic,Red/Black,None,2']
81,2020 Nissan Rogue SV,"$23,998*",55K miles,3 year(s),No Accidents or Damage Reported,Null,,175 torque@4400rpm,170 horsepower@6000rpm,14.5 gal,"184.5"" L x 72.4"" W x 68.5"" H","106.5""",P225/65HR17,"43""","41.6""",39.3 cu ft,"3,615 lbs","1,102/1,102 lbs",25 city/32 hwy,"4-cyl, Gas, 2.5L",All Wheel Drive,Automatic,Gray/Black,None,2']
82,2020 Honda CR-V EX-L,"$31,998*",29K miles,3 year(s),No Accidents or Damage Reported,Null,2 Service Record(s) Reported,179 torque@2000rpm,190 horsepower@5600rpm,14 gal,"182.1"" L x 73"" W x 66.5"" H","104.7""",P235/60HR18,"41.3""","38""",39.2 cu ft,"3,536 lbs","1,500/1,500 lbs",27 city/32 hwy,"4-cyl, Turbo Gas, 1.5L",All Wheel Drive,Automatic,White/Tan,None,2']
83,2021 Buick Encore Preferred,"$21,998*",19K miles,2 year(s),,Null,,148 torque@1850rpm,138 horsepower@4900rpm,14.0 gal,"168.35"" L x 70.1"" W x 65.2"" H","100.6""",P215/55R18,"40.8""","39.58""",Null,"3,237 lbs",Null,24 city,"4-cyl, Turbo Gas, 1.4L",Front Wheel Drive,Automatic,White/Black,None,2']
84,2020 Kia Sorento LX,"$22,998*",45K miles,3 year(s),,Null,,178 torque@4000rpm,185 horsepower@6000rpm,18.8 gal,"189"" L x 74.4"" W x 66.3"" H","109.4""",P235/65HR17,"44.1""","39.5""",11.3 cu ft,"3,953 lbs","2,000/2,000 lbs",21 city/26 hwy,"4-cyl, Gas, 2.4L",All Wheel Drive,Automatic,Blue/Black,None,2']
85,2020 Honda CR-V LX,"$26,998*",42K miles,3 year(s),,Null,,179 torque@2000rpm,190 horsepower@5600rpm,14 gal,"182.1"" L x 73"" W x 66.5"" H","104.7""",P235/65HR17,"41.3""","40.1""",39.2 cu ft,"3,455 lbs","1,500/1,500 lbs",27 city/32 hwy,"4-cyl, Turbo Gas, 1.5L",All Wheel Drive,Automatic,Red/Gray,None,2']
86,2017 Volvo XC90 T6 Momentum,"$23,998*",100K miles,6 year(s),,Null,1 Service Record(s) Reported,295 torque@2200rpm,316 horsepower@5700rpm,18.8 gal,"194.9"" L x 79.1"" W x 69.9"" H","117.5""",P235/60HR19,"40.9""","38.9""",12.6 cu ft,"4,394 lbs","5,000/5,000 lbs",20 city/25 hwy,"4-cyl, Turbo Supercharged, 2.0L",All Wheel Drive,Automatic,Silver/Black,None,2']
87,2018 Buick Encore Preferred,"$19,998*",45K miles,5 year(s),No Accidents or Damage Reported,Null,,148 torque@1850rpm,138 horsepower@4900rpm,14.0 gal,"168.41"" L x 69.85"" W x 65.26"" H","100.60""",P215/55R18,"40.82""","39.58""",Null,"3,237 lbs",Null,25 city/33 hwy,"4-cyl, Turbo Gas, 1.4L",Front Wheel Drive,Automatic,Blue/Black,None,2']
88,2014 Ford Escape SE,"$13,998*",128K miles,9 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,184 torque@2500rpm,173 horsepower@5700rpm,15.1 gal,"178.1"" L x 72.4"" W x 66.3"" H","105.9""",P235/55HR17,"43.1""","39.9""",34.3 cu ft,"3,502 lbs","2,000/2,000 lbs",23 city/32 hwy,"4-cyl, Turbo Gas, 1.6L",Front Wheel Drive,Automatic,Red/Gray,None,2']
89,2019 Chevrolet Trax LT,"$16,998*",73K miles,4 year(s),No Accidents or Damage Reported,Null,,148 torque@1850rpm,138 horsepower@4900rpm,14 gal,"167.2"" L x 69.9"" W x 66.0"" H","100.6""",P205/70R16,"40.8""","39.6""",Null,"3,146 lbs",Null,26 city/31 hwy,"4-cyl, Turbo Gas, 1.4L",Front Wheel Drive,Automatic,Gray/Black,None,2']
90,2021 BMW X1 XDrive28i,"$32,998*",21K miles,2 year(s),No Accidents or Damage Reported,Null,,258 torque@1450rpm,228 horsepower@5000rpm,16.1 gal,"175.5"" L x 71.7"" W x 62.9"" H","105.1""",P225/50VR18,"40.4""","41.9""",27.1 cu ft,"3,713 lbs",Null,Null,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,White/Brown,None,2']
91,2018 Kia Niro LX,"$19,998*",63K miles,5 year(s),No Accidents or Damage Reported,Null,,195 torque@2400rpm,139 horsepower@5700rpm,11.9 gal,"171.5"" L x 71.1"" W x 60.4"" H","106.3""",P205/60HR16,"41.7""","40.1""",19.4 cu ft,"3,199 lbs",Null,51 city/46 hwy,"4-cyl, Hybrid, 1.6L",Front Wheel Drive,Automatic,White/Black,None,2']
92,2018 Jeep Compass Latitude,"$21,998*",50K miles,5 year(s),,Null,,175 torque@3900rpm,180 horsepower@6400rpm,13.5 gal,"173"" L x 73.8"" W x 64.8"" H","103.8""",P225/60TR17,"41.8""","39.2""",27.2 cu ft,"3,327 lbs","1,000/1,000 lbs",22 city/31 hwy,"4-cyl, Gas, 2.4L",Four Wheel Drive,Automatic,Black/Black,None,2']
93,2016 Toyota Highlander LE,"$23,998*",94K miles,7 year(s),,Null,2 Service Record(s) Reported,248 torque@4700rpm,270 horsepower@6200rpm,19.2 gal,"191.1"" L x 75.8"" W x 68.1"" H","109.8""",P245/60SR18,"44.2""","40.7""",13.8 cu ft,"4,398 lbs","5,000/5,000 lbs",18 city/24 hwy,"6-cyl, Gas, 3.5L",All Wheel Drive,Automatic,White/Gray,None,2']
94,2018 Jeep Renegade Latitude,"$14,599*",101K miles,5 year(s),No Accidents or Damage Reported,Null,,184 torque@2500rpm,160 horsepower@5500rpm,12.7 gal,"166.6"" L x 74.2"" W x 66.5"" H","101.2""",P215/65TR16,"41.2""","41.1""",18.5 cu ft,"3,056 lbs",Null,24 city/31 hwy,"4-cyl, Turbo Gas, 1.4L",Front Wheel Drive,Manual 6 Speed,Black/Black,None,2']
95,2016 Jeep Patriot Sport SE,"$14,599*",105K miles,7 year(s),No Accidents or Damage Reported,Null,,141 torque@5000rpm,158 horsepower@6400rpm,13.6 gal,"173.8"" L x 69.2"" W x 65.5"" H","103.7""",P215/60TR17,"40.6""","41""",23 cu ft,"3,210 lbs","1,000/1,000 lbs",22 city/26 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,Black/Black,None,2']
96,2019 BMW X3 XDrive30i,"$30,998*",33K miles,4 year(s),No Accidents or Damage Reported,Null,,258 torque@1450rpm,248 horsepower@5200rpm,17.2 gal,"185.9"" L x 74.4"" W x 66"" H","112.8""",P225/60HR18,"40.3""","41.1""",28.7 cu ft,"4,156 lbs",Null,22 city/29 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Black/Black,None,2']
97,2012 Buick Enclave Leather,"$17,998*",67K miles,11 year(s),,Null,,270 torque@3400rpm,288 horsepower@6300rpm,22.0 gal,"201.8"" L x 79.0"" W x 72.5"" H","118.9""",P255/60R19,"41.3""","40.4""",23.3 cu ft,"4,780 lbs",Null,17 city/24 hwy,"6-cyl, Gas, 3.6L",Front Wheel Drive,Automatic,Brown/Tan,None,2']
98,2013 Ford Escape SE,"$14,998*",87K miles,10 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,184 torque@2500rpm,178 horsepower@5700rpm,15.100 gal,"178.100"" L x 72.400"" W x 66.300"" H","105.900""",P235/55R17,"40.400""","39.900""",Null,"3,515 lbs",Null,23 city/33 hwy,"4-cyl, Turbo Gas, 1.6L",Front Wheel Drive,Automatic,Gray/Tan,None,2']
99,2017 Jeep Patriot Sport,"$15,998*",56K miles,6 year(s),,Null,3 Service Record(s) Reported,141 torque@5000rpm,158 horsepower@6400rpm,13.6 gal,"173.8"" L x 69.2"" W x 65.5"" H","103.7""",P205/70TR16,"40.6""","41""",23 cu ft,"3,136 lbs","1,000/1,000 lbs",23 city/30 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,Black/Gray,None,2']
100,2020 Jeep Renegade Latitude,"$18,998*",91K miles,3 year(s),No Accidents or Damage Reported,Null,,175 torque@3900rpm,180 horsepower@6400rpm,12.7 gal,"166.6"" L x 74.2"" W x 66.5"" H","101.2""",P215/60TR17,"41.2""","41.1""",18.5 cu ft,"3,056 lbs",Null,22 city/30 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,Blue/Black,None,2']
101,2018 Ford Escape SEL,"$16,998*",92K miles,5 year(s),No Accidents or Damage Reported,Null,3 Service Record(s) Reported,177 torque@2500rpm,179 horsepower@6000rpm,15.7 gal,"178.1"" L x 72.4"" W x 66.3"" H","105.9""",P235/55HR17,"43.1""","39.9""",34.3 cu ft,"3,668 lbs","2,000/2,000 lbs",22 city/28 hwy,"4-cyl, Turbo Gas, 1.5L",Four Wheel Drive,Automatic,Red/Black,None,2']
102,2020 Ford Escape SE,"$21,998*",51K miles,3 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,177,180,14.7 gal,"180.5"" L x 74.1"" W x 66.1"" H","106.7""",P225/65HR17,"42.4""","40""",37.5 cu ft,"3,464 lbs","2,000/2,000 lbs",26 city/31 hwy,"3-cyl, Turbo Gas, 1.5L",All Wheel Drive,Automatic,Black/Black,None,2']
103,2018 Mazda CX-5 Touring,"$22,998*",57K miles,5 year(s),No Accidents or Damage Reported,Null,,186 torque@4000rpm,187 horsepower@6000rpm,14.8 gal,"179.1"" L x 72.5"" W x 65.3"" H","106.3""",P225/55VR19,"41""","39.7""",30.9 cu ft,"3,527 lbs","2,000/2,000 lbs",25 city/31 hwy,"4-cyl, Gas, 2.5L",Front Wheel Drive,Automatic,Blue/Black,None,2']
104,2017 Nissan Rogue SV,"$20,998*",54K miles,6 year(s),,Null,2 Service Record(s) Reported,175 torque@4400rpm,170 horsepower@6000rpm,14.5 gal,"184.5"" L x 72.4"" W x 68.4"" H","106.5""",P225/65HR17,"43""","41.6""",39.3 cu ft,"3,571 lbs","1,000/1,000 lbs",25 city/32 hwy,"4-cyl, Gas, 2.5L",All Wheel Drive,Automatic,Black/Black,None,2']
105,2016 Jeep Compass High Altitude,"$16,998*",82K miles,7 year(s),,Null,6 Service Record(s) Reported,141 torque@5000rpm,158 horsepower@6400rpm,13.6 gal,"175.1"" L x 71.4"" W x 65"" H","103.7""",P215/60TR17,"40.6""","39.9""",22.7 cu ft,"3,171 lbs","1,000/1,000 lbs",22 city/26 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,Gray/Black,None,2']
106,2013 Honda Pilot Touring,"$19,998*",99K miles,10 year(s),,Null,,253 torque@4800rpm,250 horsepower@5700rpm,21.0 gal,"191.4"" L x 78.5"" W x 72.7"" H","109.2""",P235/60R18,"41.4""","39.3""",18.0 cu ft,"4,414 lbs",Null,18 city/25 hwy,"6-cyl, Gas, 3.5L",Front Wheel Drive,Automatic,Black/Gray,None,2']
107,2019 Kia Sorento LX,"$21,998*",52K miles,4 year(s),No Accidents or Damage Reported,Null,,178 torque@4000rpm,185 horsepower@6000rpm,18.8 gal,"189"" L x 74.4"" W x 66.3"" H","109.4""",P235/65HR17,"44.1""","39.5""",11.3 cu ft,"3,810 lbs","2,000/2,000 lbs",22 city/29 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,White/Black,None,2']
108,2014 Kia Sorento LX,"$17,998*",55K miles,9 year(s),No Accidents or Damage Reported,Null,,181 torque@4250rpm,191 horsepower@6300rpm,17.4 gal,"184.4"" L x 74.2"" W x 66.9"" H","106.3""",P235/65TR17,"41.3""","39.2""",36.9 cu ft,"3,766 lbs","1,650/1,650 lbs",19 city/24 hwy,"4-cyl, Gas, 2.4L",All Wheel Drive,Automatic,Blue/Black,None,2']
109,2018 Jeep Renegade Altitude,"$20,998*",55K miles,5 year(s),No Accidents or Damage Reported,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,22 city/30 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,Black/Black,None,2']
110,2018 Kia Sportage LX,"$16,998*",84K miles,5 year(s),No Accidents or Damage Reported,Null,,175 torque@4000rpm,181 horsepower@6000rpm,16.4 gal,"176.4"" L x 73"" W x 64.4"" H","105.1""",P225/60HR17,"41.5""","39.3""",30.7 cu ft,"3,305 lbs","1,650/1,650 lbs",23 city/30 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,White/Black,None,2']
111,2019 Jeep Compass Limited,"$23,998*",23K miles,4 year(s),,Null,,175 torque@3900rpm,180 horsepower@6400rpm,13.5 gal,"173"" L x 73.8"" W x 64.8"" H","103.8""",P225/55HR18,"41.8""","39.2""",27.2 cu ft,"3,327 lbs","1,000/1,000 lbs",22 city/30 hwy,"4-cyl, Gas, 2.4L",Four Wheel Drive,Automatic,Gray/Black,None,2']
112,2015 Mazda CX-9 Grand Touring,"$18,998*",92K miles,8 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,270 torque@4250rpm,273 horsepower@6250rpm,20.1 gal,"200.2"" L x 76.2"" W x 68"" H","113.2""",P245/50VR20,"40.9""","39.6""",17.2 cu ft,"4,559 lbs","3,500/3,500 lbs",16 city/22 hwy,"6-cyl, Gas, 3.7L",All Wheel Drive,Automatic,White/Tan,None,2']
113,2019 Honda CR-V EX,"$25,998*",53K miles,4 year(s),,Null,,179 torque@2000rpm,190 horsepower@5600rpm,14 gal,"180.6"" L x 73"" W x 66.1"" H","104.7""",P235/60HR18,"41.3""","38""",39.2 cu ft,"3,358 lbs",Null,28 city/34 hwy,"4-cyl, Turbo Gas, 1.5L",Front Wheel Drive,Automatic,Black/Black,None,2']
114,2020 Volvo XC40 T4 Momentum,"$26,998*",50K miles,3 year(s),No Accidents or Damage Reported,Null,,221 torque@1400rpm,187 horsepower@4700rpm,14.2 gal,"174.2"" L x 73.3"" W x 65.3"" H","106.4""",P235/55HR18,"40.9""","39""",16 cu ft,"3,574 lbs","3,500/3,500 lbs",23 city/33 hwy,"4-cyl, Turbo Gas, 2.0L",Front Wheel Drive,Automatic,Gray/Black,None,2']
115,2019 Kia Sportage LX,"$18,998*",60K miles,4 year(s),,Null,,175 torque@4000rpm,181 horsepower@6000rpm,16.4 gal,"176.4"" L x 73"" W x 64.4"" H","105.1""",P225/60HR17,"41.5""","39.3""",30.7 cu ft,"3,305 lbs","1,650/1,650 lbs",23 city/30 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,Gray/Gray,None,2']
116,2017 Ford Edge Titanium,"$19,998*",94K miles,6 year(s),No Accidents or Damage Reported,Null,,275 torque@3000rpm,245 horsepower@5500rpm,18 gal,"188.1"" L x 75.9"" W x 68.6"" H","112.2""",P245/55VR19,"42.6""","40.2""",39.2 cu ft,"4,095 lbs","1,500/1,500 lbs",20 city/27 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,Red/Tan,None,2']
117,2018 Ford Escape S,"$17,998*",58K miles,5 year(s),No Accidents or Damage Reported,Null,,170 torque@4500rpm,168 horsepower@6000rpm,15.7 gal,"178.1"" L x 72.4"" W x 66.3"" H","105.9""",P235/55HR17,"43.1""","39.9""",34.3 cu ft,"3,542 lbs","1,500/1,500 lbs",21 city/29 hwy,"4-cyl, Gas, 2.5L",Front Wheel Drive,Automatic,Gray/Gray,None,2']
118,2013 Honda CR-V EX-L,"$20,998*",44K miles,10 year(s),No Accidents or Damage Reported,Null,4 Service Record(s) Reported,163 torque@4400rpm,185 horsepower@7000rpm,15.3 gal,"178.3"" L x 71.6"" W x 65.1"" H","103.1""",P225/65TR17,"41.3""","38.0""",Null,"3,408 lbs",Null,23 city/31 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,Silver/Gray,None,2']
119,2013 Ford Escape SEL,"$14,998*",92K miles,10 year(s),No Accidents or Damage Reported,Null,39 Service Record(s) Reported,184 torque@2500rpm,178 horsepower@5700rpm,15.100 gal,"178.100"" L x 72.400"" W x 66.300"" H","105.900""",P235/50R18,"40.400""","39.900""",Null,"3,515 lbs",Null,23 city/33 hwy,"4-cyl, Turbo Gas, 1.6L",Front Wheel Drive,Automatic,Burgundy/Tan,None,2']
120,2020 Hyundai Tucson Sport,"$22,998*",42K miles,3 year(s),No Accidents or Damage Reported,Null,,175 torque@4000rpm,181 horsepower@6000rpm,16.4 gal,"176.4"" L x 72.8"" W x 64.8"" H","105.1""",P245/45HR19,"41.5""","39.6""",31 cu ft,"3,470 lbs","1,000/1,000 lbs",22 city/28 hwy,"4-cyl, Gas, 2.4L",Front Wheel Drive,Automatic,Gray/Black,None,2']
121,2020 Kia Sportage SX,"$24,998*",65K miles,3 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,260 torque@1450rpm,237 horsepower@6000rpm,16.4 gal,"176.4"" L x 73"" W x 65.2"" H","105.1""",P245/45HR19,"41.5""","37.6""",30.7 cu ft,"3,765 lbs","1,653/1,653 lbs",19 city/24 hwy,"4-cyl, Turbo Gas, 2.0L",All Wheel Drive,Automatic,White/Black,None,2']
122,2012 Ford Edge SEL,"$14,998*",98K miles,11 year(s),No Accidents or Damage Reported,Null,,270 torque@3000rpm,240 horsepower@5500rpm,18.0 gal,"184.2"" L x 76.0"" W x 67.0"" H","111.2""",P245/60R18,"40.7""","40.0""",Null,"4,056 lbs",Null,21 city/30 hwy,"4-cyl, Turbo Gas, 2.0L",Front Wheel Drive,Automatic,Brown/Tan,None,2']
123,2020 BMW X2 XDrive28i,"$28,998*",50K miles,3 year(s),,Null,2 Service Record(s) Reported,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"4-cyl, Turbo Gas, 2.0L",Null,Automatic,Silver/Black,None,2']
124,2018 Lexus RX 350 L,"$35,998*",55K miles,5 year(s),,Null,,263 torque@4700rpm,290 horsepower@6300rpm,19.2 gal,"196.9"" L x 74.6"" W x 67.3"" H","109.8""",P235/65VR18,"41.4""","39.8""",6.2 cu ft,"4,619 lbs",Null,18 city/25 hwy,"6-cyl, Gas, 3.5L",All Wheel Drive,Automatic,White/Black,None,2']
125,2018 Hyundai Tucson SEL Plus,"$22,998*",28K miles,5 year(s),No Accidents or Damage Reported,Null,,151 torque@4000rpm,164 horsepower@6200rpm,16.4 gal,"176.2"" L x 72.8"" W x 64.8"" H","105.1""",P225/60HR17,"41.5""","39.6""",31 cu ft,"3,300 lbs","1,000/1,000 lbs",23 city/30 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,Black/Tan,None,2']
126,2017 Hyundai Tucson SE,"$17,998*",57K miles,6 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,151 torque@4000rpm,164 horsepower@6200rpm,16.4 gal,"176.2"" L x 72.8"" W x 64.8"" H","105.1""",P225/60HR17,"41.5""","39.6""",31 cu ft,"3,300 lbs","1,000/1,000 lbs",23 city/30 hwy,"4-cyl, Gas, 2.0L",Front Wheel Drive,Automatic,Burgundy/Tan,None,2']
127,2017 Ford Edge Sport,"$19,998*",99K miles,6 year(s),No Accidents or Damage Reported,Null,,350 torque@2750rpm,315 horsepower@4750rpm,18 gal,"188.1"" L x 75.9"" W x 68.6"" H","112.2""",P245/50VR20,"42.6""","40.2""",39.2 cu ft,"4,401 lbs","2,000/2,000 lbs",17 city/24 hwy,"6-cyl, Turbo Gas, 2.7L",All Wheel Drive,Automatic,White/Black,None,2']
128,2017 Ford Escape SE,"$15,998*",90K miles,6 year(s),No Accidents or Damage Reported,Null,,177 torque@2500rpm,179 horsepower@6000rpm,15.7 gal,"178.1"" L x 72.4"" W x 66.3"" H","105.9""",P235/55HR17,"43.1""","39.9""",34.3 cu ft,"3,502 lbs","2,000/2,000 lbs",23 city/30 hwy,"4-cyl, Turbo Gas, 1.5L",Front Wheel Drive,Automatic,Orange/Gray,None,2']
129,2017 Porsche Macan S,"$39,998*",48K miles,6 year(s),No Accidents or Damage Reported,Null,1 Service Record(s) Reported,339 torque@1450rpm,340 horsepower@5500rpm,19.8 gal,"184.3"" L x 76.1"" W x 63.4"" H","110.5""",P235/55VR19,"""","""",17.7 cu ft,"4,112 lbs","4,409/4,409 lbs",17 city/23 hwy,"6-cyl, Turbo Gas, 3.0L",All Wheel Drive,Automatic,Black/Tan,None,2']
